following,follower,play_view,article_view,likes
36,2050380,100000,100000,
following,follower,play_view,article_view,likes
36,2051130,267876361,118025,17474435
following,follower,play_view,article_view,likes
36,2051128,267876361,118025,17474448
following,follower,play_view,article_view,likes
36,2051130,267876361,118025,17474795
following,follower,play_view,article_view,likes
36,2051122,267876361,118025,17477234
